2025-03-08T13:00:00.054 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:28.032 +0530 [V]  - Music active, INFO
2025-03-08T13:15:29.030 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:29.031 +0530 [V]  - Music active, INFO
2025-03-08T13:15:30.032 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:30.033 +0530 [V]  - Music active, INFO
2025-03-08T13:15:31.033 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:31.034 +0530 [V]  - Music active, INFO
2025-03-08T13:15:32.031 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:32.032 +0530 [V]  - Music active, INFO
2025-03-08T13:15:33.034 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:33.036 +0530 [V]  - Music active, INFO
2025-03-08T13:15:34.033 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:34.034 +0530 [V]  - Music active, INFO
2025-03-08T13:15:35.036 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:35.036 +0530 [V]  - Music active, INFO
2025-03-08T13:15:36.035 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:36.036 +0530 [V]  - Music active, INFO
2025-03-08T13:15:37.036 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:37.037 +0530 [V]  - Music active, INFO
2025-03-08T13:15:38.036 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:38.037 +0530 [V]  - Music active, INFO
2025-03-08T13:15:39.038 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:39.039 +0530 [V]  - Music active, INFO
2025-03-08T13:15:40.036 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:40.037 +0530 [V]  - Music active, INFO
2025-03-08T13:15:41.039 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:41.040 +0530 [V]  - Music active, INFO
2025-03-08T13:15:42.038 +0530 [V]  - Music active, INFO
2025-03-08T13:15:42.038 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:43.041 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:43.043 +0530 [V]  - Music active, INFO
2025-03-08T13:15:44.041 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:44.042 +0530 [V]  - Music active, INFO
2025-03-08T13:15:45.041 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:45.043 +0530 [V]  - Music active, INFO
2025-03-08T13:15:46.040 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:46.040 +0530 [V]  - Music active, INFO
2025-03-08T13:15:47.042 +0530 [V]  - Music active, INFO
2025-03-08T13:15:47.042 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:48.041 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:48.042 +0530 [V]  - Music active, INFO
2025-03-08T13:15:49.041 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:49.042 +0530 [V]  - Music active, INFO
2025-03-08T13:15:50.042 +0530 [V]  - Music active, INFO
2025-03-08T13:15:50.041 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:51.046 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:51.047 +0530 [V]  - Music active, INFO
2025-03-08T13:15:52.040 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:52.040 +0530 [V]  - Music active, INFO
2025-03-08T13:15:53.041 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:53.041 +0530 [V]  - Music active, INFO
2025-03-08T13:15:54.043 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:54.043 +0530 [V]  - Music active, INFO
2025-03-08T13:15:55.041 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:55.042 +0530 [V]  - Music active, INFO
2025-03-08T13:15:56.041 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:56.042 +0530 [V]  - Music active, INFO
2025-03-08T13:15:57.042 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:57.042 +0530 [V]  - Music active, INFO
2025-03-08T13:15:58.043 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:15:58.046 +0530 [V]  - Music active, INFO
2025-03-08T13:15:59.047 +0530 [V]  - Music active, INFO
2025-03-08T13:15:59.046 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:00.047 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:00.048 +0530 [V]  - Music active, INFO
2025-03-08T13:16:00.666 +0530 [V]  - lastNotificationReceivedTime = 1741419960665, INFO
2025-03-08T13:16:00.669 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:16:00.675 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:16:00.678 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:16:00.679 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:16:00.680 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:16:00.680 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:16:00.682 +0530 [V]  - lastNotificationReceivedTime = 1741419960682, INFO
2025-03-08T13:16:00.683 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:16:00.685 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:16:00.686 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:16:00.686 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:16:00.688 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:16:00.689 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:16:01.043 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:01.044 +0530 [V]  - Music active, INFO
2025-03-08T13:16:02.044 +0530 [V]  - Music active, INFO
2025-03-08T13:16:02.044 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:03.044 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:03.044 +0530 [V]  - Music active, INFO
2025-03-08T13:16:04.045 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:04.046 +0530 [V]  - Music active, INFO
2025-03-08T13:16:05.046 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:05.046 +0530 [V]  - Music active, INFO
2025-03-08T13:16:06.046 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:06.047 +0530 [V]  - Music active, INFO
2025-03-08T13:16:07.047 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:07.048 +0530 [V]  - Music active, INFO
2025-03-08T13:16:08.047 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:08.048 +0530 [V]  - Music active, INFO
2025-03-08T13:16:09.047 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:09.047 +0530 [V]  - Music active, INFO
2025-03-08T13:16:09.527 +0530 [V]  - lastNotificationReceivedTime = 1741419969526, INFO
2025-03-08T13:16:09.528 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:16:09.530 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:16:09.532 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:16:09.532 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:16:09.533 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:16:09.534 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:16:09.536 +0530 [V]  - lastNotificationReceivedTime = 1741419969535, INFO
2025-03-08T13:16:09.537 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:16:09.539 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:16:09.541 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:16:09.541 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:16:09.543 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:16:09.544 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:16:10.048 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:10.049 +0530 [V]  - Music active, INFO
2025-03-08T13:16:11.049 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:11.049 +0530 [V]  - Music active, INFO
2025-03-08T13:16:12.049 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:12.050 +0530 [V]  - Music active, INFO
2025-03-08T13:16:13.049 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:13.049 +0530 [V]  - Music active, INFO
2025-03-08T13:16:14.052 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:14.053 +0530 [V]  - Music active, INFO
2025-03-08T13:16:15.052 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:15.052 +0530 [V]  - Music active, INFO
2025-03-08T13:16:16.054 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:16.054 +0530 [V]  - Music active, INFO
2025-03-08T13:16:17.057 +0530 [V]  - Music active, INFO
2025-03-08T13:16:17.057 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:18.057 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:18.057 +0530 [V]  - Music active, INFO
2025-03-08T13:16:19.055 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:19.055 +0530 [V]  - Music active, INFO
2025-03-08T13:16:20.056 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:20.056 +0530 [V]  - Music active, INFO
2025-03-08T13:16:21.057 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:21.062 +0530 [V]  - Music active, INFO
2025-03-08T13:16:22.058 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:22.059 +0530 [V]  - Music active, INFO
2025-03-08T13:16:23.059 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:23.060 +0530 [V]  - Music active, INFO
2025-03-08T13:16:24.059 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:24.061 +0530 [V]  - Music active, INFO
2025-03-08T13:16:25.061 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:25.062 +0530 [V]  - Music active, INFO
2025-03-08T13:16:26.061 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:26.063 +0530 [V]  - Music active, INFO
2025-03-08T13:16:27.062 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:27.062 +0530 [V]  - Music active, INFO
2025-03-08T13:16:28.062 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:28.064 +0530 [V]  - Music active, INFO
2025-03-08T13:16:29.064 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:29.065 +0530 [V]  - Music active, INFO
2025-03-08T13:16:30.063 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:30.064 +0530 [V]  - Music active, INFO
2025-03-08T13:16:31.066 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:31.066 +0530 [V]  - Music active, INFO
2025-03-08T13:16:32.064 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:32.065 +0530 [V]  - Music active, INFO
2025-03-08T13:16:33.067 +0530 [V]  - Music active, INFO
2025-03-08T13:16:33.067 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:34.067 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:34.068 +0530 [V]  - Music active, INFO
2025-03-08T13:16:35.068 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:35.069 +0530 [V]  - Music active, INFO
2025-03-08T13:16:36.067 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:36.068 +0530 [V]  - Music active, INFO
2025-03-08T13:16:37.069 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:37.071 +0530 [V]  - Music active, INFO
2025-03-08T13:16:38.070 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:38.071 +0530 [V]  - Music active, INFO
2025-03-08T13:16:39.070 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:39.071 +0530 [V]  - Music active, INFO
2025-03-08T13:16:40.072 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:40.073 +0530 [V]  - Music active, INFO
2025-03-08T13:16:41.074 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:41.074 +0530 [V]  - Music active, INFO
2025-03-08T13:16:42.073 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:42.074 +0530 [V]  - Music active, INFO
2025-03-08T13:16:43.074 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:43.075 +0530 [V]  - Music active, INFO
2025-03-08T13:16:44.072 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:44.073 +0530 [V]  - Music active, INFO
2025-03-08T13:16:45.075 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:45.075 +0530 [V]  - Music active, INFO
2025-03-08T13:16:46.073 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:46.074 +0530 [V]  - Music active, INFO
2025-03-08T13:16:47.076 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:47.077 +0530 [V]  - Music active, INFO
2025-03-08T13:16:48.075 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:48.076 +0530 [V]  - Music active, INFO
2025-03-08T13:16:49.076 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:49.077 +0530 [V]  - Music active, INFO
2025-03-08T13:16:50.075 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:50.077 +0530 [V]  - Music active, INFO
2025-03-08T13:16:51.076 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:51.076 +0530 [V]  - Music active, INFO
2025-03-08T13:16:52.076 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:52.076 +0530 [V]  - Music active, INFO
2025-03-08T13:16:53.079 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:53.079 +0530 [V]  - Music active, INFO
2025-03-08T13:16:54.078 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:54.079 +0530 [V]  - Music active, INFO
2025-03-08T13:16:55.081 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:55.082 +0530 [V]  - Music active, INFO
2025-03-08T13:16:56.078 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:56.079 +0530 [V]  - Music active, INFO
2025-03-08T13:16:57.080 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:57.082 +0530 [V]  - Music active, INFO
2025-03-08T13:16:58.084 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:58.085 +0530 [V]  - Music active, INFO
2025-03-08T13:16:59.083 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:16:59.084 +0530 [V]  - Music active, INFO
2025-03-08T13:17:00.082 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:00.082 +0530 [V]  - Music active, INFO
2025-03-08T13:17:01.085 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:01.085 +0530 [V]  - Music active, INFO
2025-03-08T13:17:02.083 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:02.084 +0530 [V]  - Music active, INFO
2025-03-08T13:17:03.084 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:03.085 +0530 [V]  - Music active, INFO
2025-03-08T13:17:04.083 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:04.084 +0530 [V]  - Music active, INFO
2025-03-08T13:17:05.085 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:05.085 +0530 [V]  - Music active, INFO
2025-03-08T13:17:06.084 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:06.085 +0530 [V]  - Music active, INFO
2025-03-08T13:17:07.085 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:07.086 +0530 [V]  - Music active, INFO
2025-03-08T13:17:08.092 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:08.092 +0530 [V]  - Music active, INFO
2025-03-08T13:17:09.092 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:09.093 +0530 [V]  - Music active, INFO
2025-03-08T13:17:10.091 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:10.092 +0530 [V]  - Music active, INFO
2025-03-08T13:17:11.093 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:11.093 +0530 [V]  - Music active, INFO
2025-03-08T13:17:12.092 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:12.093 +0530 [V]  - Music active, INFO
2025-03-08T13:17:13.092 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:13.092 +0530 [V]  - Music active, INFO
2025-03-08T13:17:14.093 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:14.094 +0530 [V]  - Music active, INFO
2025-03-08T13:17:15.094 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:15.095 +0530 [V]  - Music active, INFO
2025-03-08T13:17:16.094 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:16.095 +0530 [V]  - Music active, INFO
2025-03-08T13:17:17.095 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:17.096 +0530 [V]  - Music active, INFO
2025-03-08T13:17:18.096 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:18.097 +0530 [V]  - Music active, INFO
2025-03-08T13:17:19.099 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:19.100 +0530 [V]  - Music active, INFO
2025-03-08T13:17:20.098 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:20.099 +0530 [V]  - Music active, INFO
2025-03-08T13:17:21.098 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:21.098 +0530 [V]  - Music active, INFO
2025-03-08T13:17:22.100 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:22.101 +0530 [V]  - Music active, INFO
2025-03-08T13:17:23.098 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:23.099 +0530 [V]  - Music active, INFO
2025-03-08T13:17:24.101 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:24.102 +0530 [V]  - Music active, INFO
2025-03-08T13:17:25.102 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:25.103 +0530 [V]  - Music active, INFO
2025-03-08T13:17:26.101 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:26.102 +0530 [V]  - Music active, INFO
2025-03-08T13:17:27.102 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:27.103 +0530 [V]  - Music active, INFO
2025-03-08T13:17:28.104 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:28.105 +0530 [V]  - Music active, INFO
2025-03-08T13:17:29.104 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:29.105 +0530 [V]  - Music active, INFO
2025-03-08T13:17:30.104 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:30.105 +0530 [V]  - Music active, INFO
2025-03-08T13:17:31.105 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:31.105 +0530 [V]  - Music active, INFO
2025-03-08T13:17:32.107 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:32.109 +0530 [V]  - Music active, INFO
2025-03-08T13:17:33.104 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:33.105 +0530 [V]  - Music active, INFO
2025-03-08T13:17:34.108 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:34.108 +0530 [V]  - Music active, INFO
2025-03-08T13:17:35.108 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:35.108 +0530 [V]  - Music active, INFO
2025-03-08T13:17:36.110 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:36.111 +0530 [V]  - Music active, INFO
2025-03-08T13:17:37.112 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:37.113 +0530 [V]  - Music active, INFO
2025-03-08T13:17:38.112 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:38.113 +0530 [V]  - Music active, INFO
2025-03-08T13:17:39.114 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:39.114 +0530 [V]  - Music active, INFO
2025-03-08T13:17:40.114 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:40.115 +0530 [V]  - Music active, INFO
2025-03-08T13:17:41.114 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:41.114 +0530 [V]  - Music active, INFO
2025-03-08T13:17:42.113 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:42.114 +0530 [V]  - Music active, INFO
2025-03-08T13:17:43.117 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:43.118 +0530 [V]  - Music active, INFO
2025-03-08T13:17:44.118 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:44.119 +0530 [V]  - Music active, INFO
2025-03-08T13:17:45.119 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:45.120 +0530 [V]  - Music active, INFO
2025-03-08T13:17:46.119 +0530 [V]  - Music active, INFO
2025-03-08T13:17:46.119 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:47.120 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:47.121 +0530 [V]  - Music active, INFO
2025-03-08T13:17:48.123 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:48.124 +0530 [V]  - Music active, INFO
2025-03-08T13:17:49.123 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:49.125 +0530 [V]  - Music active, INFO
2025-03-08T13:17:50.122 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:50.123 +0530 [V]  - Music active, INFO
2025-03-08T13:17:51.124 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:51.125 +0530 [V]  - Music active, INFO
2025-03-08T13:17:52.124 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:52.125 +0530 [V]  - Music active, INFO
2025-03-08T13:17:53.125 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:53.127 +0530 [V]  - Music active, INFO
2025-03-08T13:17:54.125 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:54.126 +0530 [V]  - Music active, INFO
2025-03-08T13:17:55.126 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:55.127 +0530 [V]  - Music active, INFO
2025-03-08T13:17:56.127 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:56.128 +0530 [V]  - Music active, INFO
2025-03-08T13:17:57.130 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:57.131 +0530 [V]  - Music active, INFO
2025-03-08T13:17:58.129 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:58.129 +0530 [V]  - Music active, INFO
2025-03-08T13:17:59.131 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:17:59.131 +0530 [V]  - Music active, INFO
2025-03-08T13:18:00.128 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:00.129 +0530 [V]  - Music active, INFO
2025-03-08T13:18:01.131 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:01.132 +0530 [V]  - Music active, INFO
2025-03-08T13:18:02.131 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:02.132 +0530 [V]  - Music active, INFO
2025-03-08T13:18:03.133 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:18:03.134 +0530 [V]  - Music active, INFO
2025-03-08T13:18:04.134 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
